week,showRange,rnum,rank,movieNm,audiAcc,audiCnt,openDt,scrnCnt,showCnt,salesChange,rankOldAndNew,salesAmt,salesShare,audiChange,movieCd,audiInten,rankInten,salesAcc,salesInten
201741,20171009~20171015,10,10,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,211374,19160,2017-09-27,198,583,-80.2,OLD,143123800,0.4,-80.7,20172142,-79945,-3,1554200800,-579547900
201742,20171016~20171022,1,1,범죄도시,4967192,1293726,2017-10-03,1074,31501,-31.2,OLD,10568796885,42.7,-30.7,20172742,-572579,0,41034583958,-4794924296
201742,20171016~20171022,2,2,지오스톰,694758,694758,2017-10-19,854,15596,100.0,NEW,5967322067,24.1,100.0,20173694,694758,0,5967322067,5967322067
201742,20171016~20171022,3,3,대장 김창수,260225,256181,2017-10-19,748,11716,7118.3,OLD,2006023215,8.1,8053.4,20164424,253039,16,2041030015,1978232415
201742,20171016~20171022,4,4,남한산성,3774679,157024,2017-10-03,674,10656,-75.7,OLD,1169014600,4.7,-74.6,20165450,-461572,-2,30692558492,-3645318100
201742,20171016~20171022,5,5,킹스맨: 골든 서클,4922079,111019,2017-09-27,514,7018,-74.3,OLD,886087300,3.6,-72.9,20175222,-299013,-2,40806477436,-2558827654
201742,20171016~20171022,6,6,아이 캔 스피크,3223300,82114,2017-09-21,498,5223,-71.8,OLD,587486500,2.4,-69.8,20174142,-189470,-2,25199081786,-1497583700
201742,20171016~20171022,7,7,블레이드 러너 2049,301404,77223,2017-10-12,572,6851,-63.2,OLD,631250100,2.6,-60.3,20168282,-117222,-1,2606117465,-1083897965
201742,20171016~20171022,8,8,희생부활자,317745,76116,2017-10-12,630,9361,-71.3,OLD,552679300,2.2,-68.5,20154907,-165513,-3,2479370935,-1374012335
201742,20171016~20171022,9,9,"나는 내일, 어제의 너와 만난다",120564,72690,2017-10-12,194,3247,44.6,OLD,582899700,2.4,52.3,20176767,24967,0,987123600,179883800
201742,20171016~20171022,10,10,노 게임 노 라이프 -제로-,42070,42070,2017-10-19,121,951,100.0,NEW,351090700,1.4,100.0,20173806,42070,0,351090700,351090700
201743,20171023~20171029,1,1,토르: 라그나로크,2214586,2214446,2017-10-25,1640,41094,2527389.9,OLD,17692429474,55.9,1581647.1,20175121,2214306,95,17693129474,17691729474
201743,20171023~20171029,2,2,범죄도시,5845057,877865,2017-10-03,914,23180,-34.6,OLD,6914578446,21.8,-32.1,20172742,-415861,-1,47949162404,-3654218439
201743,20171023~20171029,3,3,지오스톰,970974,276216,2017-10-19,774,15088,-64.8,OLD,2098378054,6.6,-60.2,20173694,-418542,-1,8065700121,-3868944013
201743,20171023~20171029,4,4,너의 췌장을 먹고 싶어,198963,198079,2017-10-25,218,4740,21232.5,OLD,1540631200,4.9,22307.1,20171024,197195,38,1547853200,1533409200
201743,20171023~20171029,5,5,대장 김창수,358428,98203,2017-10-19,635,7995,-65.7,OLD,687109100,2.2,-61.7,20164424,-157978,-2,2728139115,-1318914115
201743,20171023~20171029,6,6,남한산성,3826223,51544,2017-10-03,446,3518,-67.8,OLD,376171900,1.2,-67.2,20165450,-105480,-2,31068730392,-792842700
201743,20171023~20171029,7,7,"나는 내일, 어제의 너와 만난다",157991,37427,2017-10-12,137,2208,-57.6,OLD,247090500,0.8,-48.5,20176767,-35263,2,1234214100,-335809200
201743,20171023~20171029,8,8,아이 캔 스피크,3258260,34960,2017-09-21,249,1375,-65.2,OLD,204499600,0.6,-57.4,20174142,-47154,-2,25403581386,-382986900
201743,20171023~20171029,9,9,뷰티풀 투모로우,26830,26830,2017-10-26,47,363,100.0,NEW,238434400,0.8,100.0,20175208,26830,0,238434400,238434400
201743,20171023~20171029,10,10,노 게임 노 라이프 -제로-,62123,20053,2017-10-19,82,938,-53.9,OLD,161719300,0.5,-52.3,20173806,-22017,0,512810000,-189371400
201744,20171030~20171105,1,1,토르: 라그나로크,3571040,1356454,2017-10-25,1456,42452,-36.8,OLD,11175411057,40.2,-38.7,20175121,-857992,0,28868540531,-6517018417
201744,20171030~20171105,2,2,부라더,731562,712294,2017-11-02,889,15490,13884.0,OLD,5758785336,20.7,14693.2,20172603,707479,20,5913912136,5717604036
201744,20171030~20171105,3,3,범죄도시,6368998,523941,2017-10-03,728,17665,-38.9,OLD,4222330507,15.2,-40.3,20172742,-353924,-1,52171492911,-2692247939
201744,20171030~20171105,4,4,침묵,302647,300393,2017-11-02,634,10444,13420.8,OLD,2438073464,8.8,13227.1,20169643,298139,26,2456105464,2420041464
201744,20171030~20171105,5,5,너의 췌장을 먹고 싶어,345547,146584,2017-10-25,207,5103,-22.7,OLD,1191646500,4.3,-26.0,20171024,-51495,-1,2739499700,-348984700
201744,20171030~20171105,6,6,직쏘,76656,75984,2017-11-02,175,2837,12418.4,OLD,672990700,2.4,11207.1,20173724,75312,49,678366700,667614700
201744,20171030~20171105,7,7,지오스톰,1025322,54348,2017-10-19,483,4461,-81.2,OLD,395035493,1.4,-80.3,20173694,-221868,-4,8460735614,-1703342561
201744,20171030~20171105,8,8,원스,255422,21826,2007-09-20,147,1642,624.7,OLD,176816500,0.6,535.6,20070454,18392,18,1765644200,152417800
201744,20171030~20171105,9,9,대장 김창수,377071,18643,2017-10-19,338,1862,-82.0,OLD,123753000,0.4,-81.0,20164424,-79560,-4,2851892115,-563356100
201744,20171030~20171105,10,10,뷰티풀 투모로우,43715,16885,2017-10-26,37,508,-39.5,OLD,144339500,0.5,-37.1,20175208,-9945,-1,382773900,-94094900
201745,20171106~20171112,1,1,토르: 라그나로크,4282962,711922,2017-10-25,962,26101,-47.5,OLD,5862524300,25.5,-47.5,20175121,-644532,0,34731064831,-5312886757
201745,20171106~20171112,2,2,부라더,1282366,550804,2017-11-02,831,23809,-25.0,OLD,4317575562,18.8,-22.7,20172603,-161490,0,10231487698,-1441209774
201745,20171106~20171112,3,3,해피 데스데이,506745,506375,2017-11-08,714,12629,259227.8,OLD,4149245398,18.0,253087.5,20174622,506175,99,4152205398,4147645398
201745,20171106~20171112,4,4,범죄도시,6677290,308292,2017-10-03,564,12355,-40.2,OLD,2524485738,11.0,-41.2,20172742,-215649,-1,54695978649,-1697844769
201745,20171106~20171112,5,5,미옥,192988,192963,2017-11-09,635,11760,1250337.7,OLD,1563047164,6.8,771752.0,20161681,192938,232,1563172164,1562922164
201745,20171106~20171112,6,6,침묵,468934,166287,2017-11-02,601,10325,-47.2,OLD,1288304600,5.6,-44.6,20169643,-134106,-2,3744410064,-1149768864
201745,20171106~20171112,7,7,채비,74888,71801,2017-11-09,469,4402,3779.6,OLD,544697964,2.4,3947.4,20175441,70027,30,567871964,530657964
201745,20171106~20171112,8,8,너의 췌장을 먹고 싶어,411141,65594,2017-10-25,178,3199,-54.6,OLD,541209600,2.4,-55.3,20171024,-80990,-3,3280709300,-650436900
201745,20171106~20171112,9,9,러빙 빈센트,50654,49059,2017-11-09,271,1814,3672.6,OLD,405340300,1.8,4303.9,20179942,47945,36,420340500,394596100
201745,20171106~20171112,10,10,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,40711,38162,2017-11-09,370,1781,1136.5,OLD,289557600,1.3,1397.1,20175244,35613,19,312975600,266139600
201746,20171113~20171119,1,1,저스티스 리그,1141912,1141912,2017-11-15,1308,31791,100.0,NEW,9586705849,39.9,100.0,20168221,1141912,0,9586705849,9586705849
201746,20171113~20171119,2,2,해피 데스데이,1037889,531144,2017-11-08,691,17666,1.3,OLD,4201440801,17.5,4.9,20174622,24769,1,8353646199,52195403
201746,20171113~20171119,3,3,토르: 라그나로크,4592392,309430,2017-10-25,764,14164,-58.0,OLD,2464812414,10.3,-56.5,20175121,-402492,-2,37195877245,-3397711886
201746,20171113~20171119,4,4,7호실,271107,270102,2017-11-15,629,13074,26145.1,OLD,2101706437,8.7,26775.8,20168754,269097,42,2109714437,2093698437
201746,20171113~20171119,5,5,부라더,1452367,170001,2017-11-02,657,11420,-70.4,OLD,1277411700,5.3,-69.1,20172603,-380803,-3,11508899398,-3040163862
201746,20171113~20171119,6,6,범죄도시,6812275,134985,2017-10-03,524,6974,-57.0,OLD,1086200400,4.5,-56.2,20172742,-173307,-2,55782179049,-1438285338
201746,20171113~20171119,7,7,러빙 빈센트,121761,71107,2017-11-09,272,2601,38.5,OLD,561364000,2.3,44.9,20179942,22048,2,981704500,156023700
201746,20171113~20171119,8,8,채비,130504,55616,2017-11-09,480,3466,-28.5,OLD,389663800,1.6,-22.5,20175441,-16185,-1,957535764,-155034164
201746,20171113~20171119,9,9,미옥,236142,43154,2017-11-09,531,5854,-79.7,OLD,317892500,1.3,-77.6,20161681,-149809,-4,1881064664,-1245154664
201746,20171113~20171119,10,10,너의 췌장을 먹고 싶어,443834,32693,2017-10-25,163,1978,-52.4,OLD,257832700,1.1,-50.2,20171024,-32901,-2,3538542000,-283376900
201747,20171120~20171126,1,1,꾼,1689144,1655893,2017-11-22,1314,33925,4975.4,OLD,13201295348,54.8,5365.0,20165748,1625593,10,13485006848,12941191848
201747,20171120~20171126,2,2,저스티스 리그,1621369,479457,2017-11-15,1174,28043,-60.3,OLD,3810399346,15.8,-58.0,20168221,-662455,-1,13397105195,-5776306503
201747,20171120~20171126,3,3,해피 데스데이,1305727,267838,2017-11-08,582,14549,-50.4,OLD,2084610956,8.6,-49.6,20174622,-263306,-1,10438257155,-2116829845
201747,20171120~20171126,4,4,토르: 라그나로크,4752676,160284,2017-10-25,495,8061,-49.0,OLD,1257766150,5.2,-48.2,20175121,-149146,-1,38453643395,-1207046264
201747,20171120~20171126,5,5,러빙 빈센트,201311,79550,2017-11-09,202,2715,14.0,OLD,639965900,2.7,11.9,20179942,8443,2,1621670400,78601900
201747,20171120~20171126,6,6,7호실,334220,63113,2017-11-15,480,7478,-77.5,OLD,472202202,2.0,-76.6,20168754,-206989,-2,2581916639,-1629504235
201747,20171120~20171126,7,7,범죄도시,6861913,49638,2017-10-03,369,3438,-63.4,OLD,397635800,1.7,-63.2,20172742,-85347,-1,56179814849,-688564600
201747,20171120~20171126,8,8,부라더,1485834,33467,2017-11-02,487,3482,-81.8,OLD,232548900,1.0,-80.3,20172603,-136534,-3,11741448298,-1044862800
201747,20171120~20171126,9,9,래빗 스쿨,34022,33322,2017-11-23,314,1241,4307.4,OLD,246814600,1.0,4660.3,20175223,32622,54,252414600,241214600
201747,20171120~20171126,10,10,채비,156825,26321,2017-11-09,187,1411,-54.4,OLD,177496400,0.7,-52.7,20175441,-29295,-2,1135032164,-212167400
201748,20171127~20171203,1,1,꾼,2995981,1306837,2017-11-22,1275,37441,-24.8,OLD,9921075047,40.1,-21.1,20165748,-349056,0,23406081895,-3280220301
201748,20171127~20171203,2,2,기억의 밤,569748,566597,2017-11-29,751,16913,33592.5,OLD,4339598825,17.5,27715.3,20173581,564560,31,4358262825,4326718825
201748,20171127~20171203,3,3,오리엔트 특급 살인,488861,487760,2017-11-29,707,14549,49040.5,OLD,3762685928,15.2,55644.0,20178581,486885,50,3771924928,3755028928
201748,20171127~20171203,4,4,반드시 잡는다,276473,270275,2017-11-29,565,12099,4072.9,OLD,2036292572,8.2,4562.3,20161762,264478,14,2087496572,1987494572
201748,20171127~20171203,5,5,저스티스 리그,1754580,133211,2017-11-15,676,10104,-73.9,OLD,994079100,4.0,-72.2,20168221,-346246,-3,14391184295,-2816320246
201748,20171127~20171203,6,6,러빙 빈센트,275634,74323,2017-11-09,210,2917,-10.4,OLD,573398600,2.3,-6.6,20179942,-5227,-1,2195069000,-66567300
201748,20171127~20171203,7,7,이프 온리,932780,73150,2004-10-29,168,3215,31442.8,OLD,578179600,2.3,37221.4,20040695,72954,114,6101058600,576346600
201748,20171127~20171203,8,8,토르: 라그나로크,4823188,70512,2017-10-25,428,3680,-57.4,OLD,536072600,2.2,-56.0,20175121,-89772,-4,38989715995,-721693550
201748,20171127~20171203,9,9,해피 데스데이,1372121,66394,2017-11-08,488,5879,-76.5,OLD,489641447,2.0,-75.2,20174622,-201444,-6,10927898602,-1594969509
201748,20171127~20171203,10,10,래빗 스쿨,50578,16556,2017-11-23,159,830,-51.2,OLD,120543900,0.5,-50.3,20175223,-16766,-1,372958500,-126270700
201749,20171204~20171210,1,1,꾼,3722444,726463,2017-11-22,974,28424,-42.5,OLD,5705004500,26.0,-44.4,20165748,-580374,0,29111086395,-4216070547
201749,20171204~20171210,2,2,기억의 밤,1105601,535853,2017-11-29,759,21204,-3.5,OLD,4187894135,19.1,-5.4,20173581,-30744,0,8546156960,-151704690
201749,20171204~20171210,3,3,뽀로로 극장판 공룡섬 대모험,324234,320299,2017-12-07,803,5417,9830.0,OLD,2452903800,11.2,10971.5,20174846,317406,24,2485245800,2428201800
201749,20171204~20171210,4,4,메리와 마녀의 꽃,309989,309742,2017-12-07,751,9868,122568.4,OLD,2423927139,11.0,125301.6,20174585,309495,94,2425903139,2421951139
201749,20171204~20171210,5,5,오리엔트 특급 살인,771796,282935,2017-11-29,659,14700,-41.8,OLD,2191442635,10.0,-42.0,20178581,-204825,-2,5963367563,-1571243293
201749,20171204~20171210,6,6,어쌔신: 더 비기닝,152787,150464,2017-12-07,528,7714,6272.1,OLD,1199292565,5.5,6377.1,20173693,148141,25,1218113565,1180471565
201749,20171204~20171210,7,7,반드시 잡는다,413534,137061,2017-11-29,551,9763,-50.2,OLD,1014405100,4.6,-49.3,20161762,-133214,-3,3101901672,-1021887472
201749,20171204~20171210,8,8,이프 온리,986996,54216,2004-10-29,158,3258,-24.1,OLD,439070900,2.0,-25.9,20040695,-18934,-1,6540129500,-139108700
201749,20171204~20171210,9,9,러빙 빈센트,325276,49642,2017-11-09,199,2259,-32.0,OLD,389984261,1.8,-33.2,20179942,-24681,-3,2585053261,-183414339
201749,20171204~20171210,10,10,라라랜드,3552080,39389,2016-12-07,247,1295,21052.8,OLD,337810761,1.5,23486.2,20167904,39222,114,29674198694,336213761
201750,20171211~20171217,1,1,강철비,1645144,1643493,2017-12-14,1426,23048,770347.3,OLD,13321033016,45.4,665281.8,20170402,1643246,99,13334426016,13319304016
201750,20171211~20171217,2,2,스타워즈: 라스트 제다이,639047,638530,2017-12-14,1107,17040,140456.7,OLD,5636322286,19.2,123406.8,20170443,638013,64,5640332286,5632312286
201750,20171211~20171217,3,3,꾼,3992574,270130,2017-11-22,857,15051,-64.6,OLD,2019190100,6.9,-62.8,20165748,-456333,-2,31130276495,-3685814400
201750,20171211~20171217,4,4,기억의 밤,1353559,247958,2017-11-29,718,12249,-55.6,OLD,1860348300,6.3,-53.7,20173581,-287895,-2,10406505260,-2327545835
201750,20171211~20171217,5,5,뽀로로 극장판 공룡섬 대모험,558151,233917,2017-12-07,661,7483,-28.4,OLD,1755829200,6.0,-27.0,20174846,-86382,-2,4241075000,-697074600
201750,20171211~20171217,6,6,메리와 마녀의 꽃,493433,183444,2017-12-07,615,9366,-44.6,OLD,1343844500,4.6,-40.8,20174585,-126298,-2,3769747639,-1080082639
201750,20171211~20171217,7,7,오리엔트 특급 살인,855662,83866,2017-11-29,529,5312,-72.0,OLD,614409300,2.1,-70.4,20178581,-199069,-2,6577776863,-1577033335
201750,20171211~20171217,8,8,어쌔신: 더 비기닝,200817,48030,2017-12-07,479,5411,-71.9,OLD,336675035,1.1,-68.1,20173693,-102434,-2,1554788600,-862617530
201750,20171211~20171217,9,9,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,40142,39292,2017-12-14,207,1180,4402.8,OLD,304750900,1.0,4522.6,20176367,38442,43,311518900,297982900
201750,20171211~20171217,10,10,반드시 잡는다,445609,32075,2017-11-29,393,2569,-78.5,OLD,218240100,0.7,-76.6,20161762,-104986,-3,3320141772,-796165000
201751,20171218~20171224,1,1,신과함께-죄와 벌,3558752,3548280,2017-12-20,1887,38479,34801.4,OLD,28688355269,55.7,33783.5,20150976,3537808,16,28770553469,28606157069
201751,20171218~20171224,2,2,강철비,3156864,1511720,2017-12-14,1390,29547,-10.6,OLD,11906061606,23.1,-8.0,20170402,-131773,-1,25240487622,-1414971410
201751,20171218~20171224,3,3,위대한 쇼맨,392425,390004,2017-12-20,702,12157,15040.6,OLD,3230555331,6.3,16009.2,20179462,387583,27,3251892331,3209218331
201751,20171218~20171224,4,4,스타워즈: 라스트 제다이,874267,235220,2017-12-14,974,12228,-61.9,OLD,2146108475,4.2,-63.2,20170443,-403310,-2,7786440761,-3490213811
201751,20171218~20171224,5,5,극장판 포켓몬스터 너로 정했다!,189774,188603,2017-12-21,626,3379,14134.9,OLD,1420647300,2.8,16006.1,20174965,187432,40,1430627300,1410667300
201751,20171218~20171224,6,6,몬스터 패밀리,151697,147870,2017-12-21,583,2926,6559.1,OLD,1093958500,2.1,7989.2,20176082,146042,29,1126169500,1077530500
201751,20171218~20171224,7,7,뽀로로 극장판 공룡섬 대모험,660194,102043,2017-12-07,466,3345,-57.3,OLD,750028600,1.5,-56.4,20174846,-131874,-2,4991103600,-1005800600
201751,20171218~20171224,8,8,메리와 마녀의 꽃,527015,33582,2017-12-07,404,1935,-82.5,OLD,235233900,0.5,-81.7,20174585,-149862,-2,4004981539,-1108610600
201751,20171218~20171224,9,9,기억의 밤,1385195,31636,2017-11-29,474,2360,-87.6,OLD,230894400,0.4,-87.2,20173581,-216322,-5,10637399660,-1629453900
201751,20171218~20171224,10,10,더 크리스마스,31468,30958,2017-12-21,158,730,5823.8,OLD,227355900,0.4,5970.2,20176022,30448,55,231193900,223517900
201752,20171225~20171231,1,1,신과함께-죄와 벌,8539530,4980778,2017-12-20,1912,52781,38.0,OLD,39580227963,55.2,40.4,20150976,1432498,0,68350781432,10891872694
201752,20171225~20171231,2,2,1987,1942083,1913920,2017-12-27,1299,27490,7387.1,OLD,15014159037,21.0,8132.3,20170590,1890671,10,15254056037,14813626037
201752,20171225~20171231,3,3,강철비,4014301,857437,2017-12-14,909,14158,-43.3,OLD,6754460944,9.4,-43.3,20170402,-654283,-1,31994948566,-5151600662
201752,20171225~20171231,4,4,위대한 쇼맨,815055,422630,2017-12-20,658,8140,5.5,OLD,3409088869,4.8,8.4,20179462,32626,-1,6660981200,178533538
201752,20171225~20171231,5,5,극장판 포켓몬스터 너로 정했다!,415253,225479,2017-12-21,614,4412,18.7,OLD,1686888400,2.4,19.6,20174965,36876,0,3117515700,266241100
201752,20171225~20171231,6,6,몬스터 패밀리,341630,189933,2017-12-21,617,3688,28.4,OLD,1405103200,2.0,28.4,20176082,42063,0,2531272700,311144700
201752,20171225~20171231,7,7,뽀로로 극장판 공룡섬 대모험,773748,113554,2017-12-07,389,1963,14.4,OLD,857831000,1.2,11.3,20174846,11511,0,5848934600,107802400
201752,20171225~20171231,8,8,원더,81680,78694,2017-12-27,178,2810,4221.6,OLD,608224700,0.8,4499.3,20176947,76983,25,632389700,594150700
201752,20171225~20171231,9,9,스타워즈: 라스트 제다이,946547,72280,2017-12-14,398,1644,-65.1,OLD,749445300,1.0,-69.3,20170443,-162940,-5,8535886061,-1396663175
201752,20171225~20171231,10,10,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,36450,31562,2017-12-28,191,1118,545.5,OLD,242311100,0.3,545.7,20177479,26674,13,279848900,204773300
201801,20180101~20180107,1,1,신과함께-죄와 벌,11502422,2962892,2017-12-20,1644,42723,-38.8,OLD,24221787905,40.7,-40.5,20150976,-2017886,0,92572569337,-15358440058
201801,20180101~20180107,2,2,1987,4089397,2147314,2017-12-27,1097,32523,17.2,OLD,17594228895,29.6,12.2,20170590,233394,0,32848284932,2580069858
201801,20180101~20180107,3,3,쥬만지: 새로운 세계,894556,891982,2018-01-03,791,15775,58682.6,OLD,7321375650,12.3,59604.3,20171909,890488,31,7342470650,7308920650
201801,20180101~20180107,4,4,페르디난드,355781,354123,2018-01-03,698,6439,146065.0,OLD,2613430300,4.4,118733.2,20177104,353825,60,2625680300,2611642300
201801,20180101~20180107,5,5,강철비,4350754,336453,2017-12-14,602,8281,-59.9,OLD,2710627900,4.6,-60.8,20170402,-520984,-2,34705576466,-4043833044
201801,20180101~20180107,6,6,위대한 쇼맨,1072365,257310,2017-12-20,444,5713,-37.5,OLD,2130132400,3.6,-39.1,20179462,-165320,-2,8791113600,-1278956469
201801,20180101~20180107,7,7,극장판 포켓몬스터 너로 정했다!,498528,83275,2017-12-21,417,1991,-63.3,OLD,618265800,1.0,-63.1,20174965,-142204,-2,3735781500,-1068622600
201801,20180101~20180107,8,8,원더,147685,66005,2017-12-27,183,2247,-12.8,OLD,530596545,0.9,-16.1,20176947,-12689,0,1162986245,-77628155
201801,20180101~20180107,9,9,몬스터 패밀리,394168,52538,2017-12-21,342,1332,-72.5,OLD,386190500,0.6,-72.3,20176082,-137395,-3,2917463200,-1018912700
201801,20180101~20180107,10,10,뽀로로 극장판 공룡섬 대모험,812679,38931,2017-12-07,195,1031,-66.0,OLD,291952700,0.5,-65.7,20174846,-74623,-3,6140887300,-565878300
201802,20180108~20180114,1,1,1987,5787078,1697681,2017-12-27,1122,30795,-21.6,OLD,13798532013,33.2,-20.9,20170590,-449633,1,46646816945,-3795696882
201802,20180108~20180114,2,2,신과함께-죄와 벌,12844254,1341832,2017-12-20,1182,29884,-55.8,OLD,10715316400,25.8,-54.7,20150976,-1621060,-1,103287885737,-13506471505
201802,20180108~20180114,3,3,코코,849992,843795,2018-01-11,1177,14907,25359.4,OLD,6941748696,16.7,27119.2,20179985,840695,18,7006824696,6914482696
201802,20180108~20180114,4,4,쥬만지: 새로운 세계,1519014,624458,2018-01-03,736,17258,-31.6,OLD,5010639491,12.1,-30.0,20171909,-267524,-1,12353110141,-2310736159
201802,20180108~20180114,5,5,페르디난드,496015,140234,2018-01-03,568,5535,-62.4,OLD,983446600,2.4,-60.4,20177104,-213889,-1,3609126900,-1629983700
201802,20180108~20180114,6,6,위대한 쇼맨,1211955,139590,2017-12-20,377,4057,-46.1,OLD,1147426300,2.8,-45.8,20179462,-117720,0,9938539900,-982706100
201802,20180108~20180114,7,7,다운사이징,125433,125047,2018-01-11,511,5554,44176.9,OLD,1044050204,2.5,47627.9,20173547,124785,56,1047400204,1041692204
201802,20180108~20180114,8,8,강철비,4436257,85503,2017-12-14,454,4028,-75.5,OLD,665143200,1.6,-74.6,20170402,-250950,-3,35370719666,-2045484700
201802,20180108~20180114,9,9,원더,179828,32143,2017-12-27,149,1524,-51.5,OLD,257383800,0.6,-51.3,20176947,-33862,-1,1420370045,-273212745
201802,20180108~20180114,10,10,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",22051,21833,2018-01-11,390,2629,9668.0,OLD,170354400,0.4,9915.1,20177602,21615,58,172098400,168610400
201803,20180115~20180121,1,1,메이즈 러너: 데스 큐어,1265995,1262269,2018-01-17,1090,21097,25733.3,OLD,10541372563,25.5,33777.3,20175054,1258543,19,10582177863,10500567263
201803,20180115~20180121,2,2,코코,1803049,953057,2018-01-11,1009,18966,6.5,OLD,7391428137,17.8,12.9,20179985,109262,1,14398252833,449679441
201803,20180115~20180121,3,3,그것만이 내 세상,911370,898369,2018-01-17,861,17397,8191.8,OLD,7378496690,17.8,8263.1,20176104,887627,8,7487649690,7289511690
201803,20180115~20180121,4,4,1987,6668419,881341,2017-12-27,1042,22423,-48.6,OLD,7093843800,17.1,-48.1,20170590,-816340,-3,53740660745,-6704688213
201803,20180115~20180121,5,5,신과함께-죄와 벌,13542342,698088,2017-12-20,948,17570,-48.5,OLD,5513274900,13.3,-48.0,20150976,-643744,-3,108801160637,-5202041500
201803,20180115~20180121,6,6,쥬만지: 새로운 세계,1684677,165663,2018-01-03,632,7163,-74.4,OLD,1283683723,3.1,-73.5,20171909,-458795,-2,13636793864,-3726955768
201803,20180115~20180121,7,7,위대한 쇼맨,1280953,68998,2017-12-20,237,1821,-50.8,OLD,564591500,1.4,-50.6,20179462,-70592,-1,10503131400,-582834800
201803,20180115~20180121,8,8,페르디난드,523260,27245,2018-01-03,318,1306,-81.9,OLD,178083400,0.4,-80.6,20177104,-112989,-3,3787210300,-805363200
201803,20180115~20180121,9,9,원더,204774,24946,2017-12-27,95,962,-28.6,OLD,183718000,0.4,-22.4,20176947,-7197,0,1604088045,-73665800
201803,20180115~20180121,10,10,다운사이징,148821,23388,2018-01-11,451,2610,-82.9,OLD,178670900,0.4,-81.3,20173547,-101659,-3,1226071104,-865379304
